net,length_um
_01502_,3.505
_01791_,3.505
_01904_,3.505
_02010_,3.505
_02288_,3.505
_02677_,3.505
_02693_,3.505
_02757_,3.505
_02781_,3.505
_02804_,3.505
_00322_,3.485
_01271_,3.485
_10172_,3.47
_00117_,3.465
_00231_,3.465
_00451_,3.465
_00707_,3.465
_00944_,3.465
_00971_,3.465
_01074_,3.465
_01320_,3.465
_01654_,3.465
_01661_,3.465
_01666_,3.465
_01697_,3.465
_01706_,3.465
_01753_,3.465
_01768_,3.465
_01870_,3.465
_02184_,3.465
_02335_,3.465
_02387_,3.465
_02434_,3.465
_02455_,3.465
_02472_,3.465
_02612_,3.465
_02671_,3.465
_02231_,3.46
_02085_,3.455
_00077_,3.44
_00618_,3.44
_00781_,3.44
_03155_,3.44
_03161_,3.44
_03447_,3.44
_03630_,3.44
_04481_,3.44
_04505_,3.44
_04531_,3.44
_04746_,3.44
_04934_,3.44
_05332_,3.44
_05356_,3.44
_05543_,3.44
_05599_,3.44
_07058_,3.44
_07166_,3.44
_07265_,3.44
_07313_,3.44
_07356_,3.44
_07396_,3.44
_07575_,3.44
_07861_,3.44
_07890_,3.44
_08579_,3.44
_09375_,3.44
_11496_,3.44
_12121_,3.44
_12174_,3.44
_12562_,3.44
_14157_,3.44
_15083_,3.44
_15523_,3.44
_15543_,3.44
_15584_,3.44
_16877_,3.44
_17164_,3.44
_18076_,3.44
_18105_,3.44
_18471_,3.44
_18604_,3.44
u_array.row_gen\[1\].col_gen\[2\].u_pe.u_fp16_adder.exp_max_s1\[4\],3.44
_17044_,3.43
_00023_,3.42
_00156_,3.42
_00263_,3.42
_00265_,3.42
_00381_,3.42
_00666_,3.42
_00667_,3.42
_00727_,3.42
_00759_,3.42
_00844_,3.42
_01099_,3.42
_01295_,3.42
_03534_,3.42
_03850_,3.42
_04175_,3.42
_04266_,3.42
_04283_,3.42
_04294_,3.42
_04411_,3.42
_04766_,3.42
_04828_,3.42
_04951_,3.42
_04982_,3.42
_05013_,3.42
_05016_,3.42
_05358_,3.42
_05371_,3.42
_05571_,3.42
_05637_,3.42
_05827_,3.42
_05837_,3.42
_05918_,3.42
_06113_,3.42
_06653_,3.42
_06918_,3.42
_07014_,3.42
_07019_,3.42
_07056_,3.42
_07165_,3.42
_07236_,3.42
_07554_,3.42
_07556_,3.42
_07697_,3.42
_07724_,3.42
_07769_,3.42
_07818_,3.42
_07870_,3.42
_08008_,3.42
_08084_,3.42
_08121_,3.42
_08134_,3.42
_08449_,3.42
_08489_,3.42
_08529_,3.42
_08669_,3.42
_08960_,3.42
_09451_,3.42
_09664_,3.42
_09714_,3.42
_09727_,3.42
_10078_,3.42
_10087_,3.42
_10354_,3.42
_10538_,3.42
_10539_,3.42
_10577_,3.42
_11322_,3.42
_11436_,3.42
_11486_,3.42
_11524_,3.42
_11606_,3.42
_11648_,3.42
_11801_,3.42
_12046_,3.42
_12059_,3.42
_12136_,3.42
_12206_,3.42
_12208_,3.42
_12211_,3.42
_12411_,3.42
_12615_,3.42
_13041_,3.42
_13166_,3.42
_13637_,3.42
_13638_,3.42
_13724_,3.42
_13744_,3.42
_14132_,3.42
_14303_,3.42
_14331_,3.42
_14497_,3.42
_14997_,3.42
_15497_,3.42
_15657_,3.42
_15697_,3.42
_15791_,3.42
_15922_,3.42
_15968_,3.42
_16260_,3.42
_16433_,3.42
_16906_,3.42
_16932_,3.42
_16961_,3.42
_17451_,3.42
_17495_,3.42
_17497_,3.42
_17714_,3.42
_18056_,3.42
_18146_,3.42
_18473_,3.42
_18652_,3.42
_18674_,3.42
_18714_,3.42
_18769_,3.42
col_deskew_out\[1\].genblk1.v_deskew_shift\[4\],3.42
post_mul_gen\[2\].u_post_mul.valid_out,3.42
net1434,3.42
net1522,3.42
net1801,3.42
net2233,3.42
net2244,3.42
net2262,3.42
_00232_,3.405
_00233_,3.405
_00303_,3.405
_00317_,3.405
_00334_,3.405
_00535_,3.405
_00537_,3.405
_00569_,3.405
_00691_,3.405
_00892_,3.405
_00911_,3.405
_00966_,3.405
_01049_,3.405
_01163_,3.405
_01180_,3.405
_01269_,3.405
_01282_,3.405
_01309_,3.405
_01420_,3.405
_01519_,3.405
_01522_,3.405
_01614_,3.405
_01631_,3.405
_01731_,3.405
_01732_,3.405
_01735_,3.405
_01767_,3.405
_01788_,3.405
_01822_,3.405
_01823_,3.405
_01837_,3.405
_01851_,3.405
_01902_,3.405
_01908_,3.405
_01934_,3.405
_02183_,3.405
_02222_,3.405
_02258_,3.405
_02333_,3.405
_02402_,3.405
_02417_,3.405
_02447_,3.405
_02510_,3.405
_02517_,3.405
_02540_,3.405
_02555_,3.405
_02563_,3.405
_02600_,3.405
_02603_,3.405
_02662_,3.405
_02687_,3.405
_02741_,3.405
_02754_,3.405
_02759_,3.405
_02805_,3.405
_15184_,3.4
_15251_,3.4
_15395_,3.4
_15541_,3.4
_18119_,3.4
_00655_,3.385
_12575_,3.36
_00056_,3.345
_00105_,3.345
_00546_,3.345
_00714_,3.345
_00800_,3.345
_00955_,3.345
_00973_,3.345
_01139_,3.345
_01299_,3.345
_01498_,3.345
_01518_,3.345
_01622_,3.345
_01685_,3.345
_01704_,3.345
_01747_,3.345
_01868_,3.345
_01927_,3.345
_01988_,3.345
_02035_,3.345
_02115_,3.345
_02193_,3.345
_02226_,3.345
_02573_,3.345
_02682_,3.345
_00244_,3.34
_00331_,3.34
_00332_,3.34
_00598_,3.34
_00682_,3.34
_00794_,3.34
_00802_,3.34
_00815_,3.34
_00910_,3.34
_01061_,3.34
_01252_,3.34
_01281_,3.34
_01296_,3.34
_01438_,3.34
_01526_,3.34
_01734_,3.34
_01782_,3.34
_01784_,3.34
_01789_,3.34
_01846_,3.34
_01875_,3.34
_01910_,3.34
_01965_,3.34
_02149_,3.34
_02301_,3.34
_02307_,3.34
_02419_,3.34
_02432_,3.34
_02528_,3.34
_02553_,3.34
_02560_,3.34
_02566_,3.34
_02602_,3.34
_02613_,3.34
_02633_,3.34
_05475_,3.33
_00096_,3.32
_00407_,3.32
_00433_,3.32
_00441_,3.32
_00788_,3.32
_00789_,3.32
_01038_,3.32
_01048_,3.32
_01413_,3.32
_01941_,3.32
_02002_,3.32
_02014_,3.32
_02031_,3.32
_02292_,3.32
_02615_,3.32
_02718_,3.32
_03339_,3.32
_03526_,3.32
_03645_,3.32
_04064_,3.32
_05859_,3.32
_06306_,3.32
_06563_,3.32
_07308_,3.32
_09195_,3.32
_11440_,3.32
_13303_,3.32
_16073_,3.32
_17925_,3.32
net1109,3.32
net1166,3.32
net1324,3.32
net1468,3.32
net1479,3.32
net1482,3.32
net1486,3.32
net1500,3.32
net1512,3.32
net1537,3.32
net1543,3.32
net1560,3.32
net1607,3.32
net1611,3.32
net1615,3.32
net1645,3.32
net1657,3.32
net1667,3.32
net1677,3.32
net1699,3.32
net1773,3.32
net1800,3.32
net1813,3.32
net1827,3.32
net1841,3.32
net1855,3.32
net1865,3.32
net1868,3.32
net1925,3.32
net2041,3.32
net2106,3.32
net2138,3.32
net2246,3.32
net2483,3.32
net2516,3.32
net2540,3.32
net2808,3.32
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[2\]\[14\],3.305
_00459_,3.3
_02199_,3.3
_02215_,3.3
_02912_,3.3
_03304_,3.3
_04428_,3.3
_04713_,3.3
_06025_,3.3
_07598_,3.3
_08154_,3.3
_08271_,3.3
_11103_,3.3
_11960_,3.3
_12556_,3.3
_13462_,3.3
_13556_,3.3
col_deskew_out\[1\].genblk1.u_deskew_buf.gen_delay.mem\[4\]\[0\],3.3
net830,3.3
_03585_,3.28
_01113_,3.265
_00046_,3.245
_00137_,3.245
_00531_,3.245
_00547_,3.245
_00589_,3.245
_00595_,3.245
_00784_,3.245
_00803_,3.245
_00898_,3.245
_00962_,3.245
_00976_,3.245
_01052_,3.245
_01169_,3.245
_01255_,3.245
_01270_,3.245
_01440_,3.245
_01548_,3.245
_01729_,3.245
_02074_,3.245
_02133_,3.245
_02177_,3.245
_02186_,3.245
_02278_,3.245
_02354_,3.245
_02395_,3.245
_02405_,3.245
_02822_,3.245
_18380_,3.24
_04888_,3.23
_17587_,3.23
_00434_,3.225
_00814_,3.225
_01308_,3.225
_01780_,3.225
_01894_,3.225
_02394_,3.225
_02468_,3.225
_02608_,3.225
_02653_,3.225
_02884_,3.225
_00560_,3.22
_00874_,3.22
_02271_,3.22
_02347_,3.22
_03235_,3.22
_05209_,3.22
_06163_,3.22
_06331_,3.22
_06762_,3.22
_08532_,3.22
_08646_,3.22
_08909_,3.22
_10231_,3.22
_12469_,3.22
_13476_,3.22
_13524_,3.22
_13838_,3.22
_14192_,3.22
_14345_,3.22
_14648_,3.22
_15918_,3.22
_16740_,3.22
_17031_,3.22
_17289_,3.22
_18185_,3.22
_18405_,3.22
u_array.row_gen\[1\].col_gen\[0\].u_pe.x_s1\[15\],3.22
_00255_,3.2
_00258_,3.2
_00269_,3.2
_00282_,3.2
_00283_,3.2
_00286_,3.2
_00373_,3.2
_00392_,3.2
_00401_,3.2
_00469_,3.2
_00479_,3.2
_00484_,3.2
_00492_,3.2
_00496_,3.2
_00509_,3.2
_00636_,3.2
_00644_,3.2
_00658_,3.2
_00662_,3.2
_00738_,3.2
_00753_,3.2
_00758_,3.2
_00840_,3.2
_00881_,3.2
_00941_,3.2
_01021_,3.2
_01025_,3.2
_01076_,3.2
_01110_,3.2
_01203_,3.2
_01340_,3.2
_01378_,3.2
_01458_,3.2
_01595_,3.2
_01611_,3.2
_01714_,3.2
_01725_,3.2
_02205_,3.2
_02697_,3.2
_03471_,3.2
_03941_,3.2
_04313_,3.2
_04818_,3.2
_04858_,3.2
_10109_,3.2
_10751_,3.2
_11724_,3.2
_15893_,3.2
_16209_,3.2
_17639_,3.2
net545,3.2
net937,3.2
net971,3.2
net1251,3.2
net1347,3.2
net1551,3.2
net1891,3.2
net2055,3.2
_16535_,3.19
_01195_,3.18
_04903_,3.18
_06671_,3.18
_08206_,3.18
_13020_,3.18
_13931_,3.18
_15288_,3.18
_18552_,3.18
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.mem\[2\]\[0\],3.18
col_deskew_out\[1\].genblk1.u_deskew_buf.gen_delay.mem\[2\]\[15\],3.18
u_skew.row_skew\[2\].u_skew_buf.gen_delay.mem\[3\]\[2\],3.18
_00088_,3.175
_00548_,3.175
_00713_,3.175
_00900_,3.175
_00947_,3.175
_01517_,3.175
_01717_,3.175
_01972_,3.175
_02171_,3.175
_02174_,3.175
_02391_,3.175
_02400_,3.175
_00047_,3.165
_02243_,3.145
_00172_,3.125
_00722_,3.125
_00950_,3.125
_01165_,3.125
_01344_,3.125
_01402_,3.125
_02360_,3.125
_02487_,3.125
_02577_,3.125
_02686_,3.125
_00746_,3.105
_00040_,3.1
_00412_,3.1
_00413_,3.1
_00488_,3.1
_00635_,3.1
_00828_,3.1
_00993_,3.1
_00997_,3.1
_01002_,3.1
_01008_,3.1
_01009_,3.1
_01022_,3.1
_01121_,3.1
_01124_,3.1
_01126_,3.1
_01204_,3.1
_01218_,3.1
_01220_,3.1
_01224_,3.1
_01233_,3.1
_01327_,3.1
_01339_,3.1
_01355_,3.1
_01372_,3.1
_01447_,3.1
_01464_,3.1
_01481_,3.1
_01482_,3.1
_01484_,3.1
_01497_,3.1
_01572_,3.1
_01576_,3.1
_01596_,3.1
_01597_,3.1
_01644_,3.1
_02826_,3.1
_03057_,3.1
_04099_,3.1
_04233_,3.1
_04548_,3.1
_04662_,3.1
_05311_,3.1
_05471_,3.1
_06060_,3.1
_08061_,3.1
_08074_,3.1
_08381_,3.1
_08483_,3.1
_08887_,3.1
_09377_,3.1
_09671_,3.1
_10543_,3.1
_10763_,3.1
_10873_,3.1
_10890_,3.1
_10972_,3.1
_11534_,3.1
_11647_,3.1
_11721_,3.1
_11743_,3.1
_11809_,3.1
_12175_,3.1
_12846_,3.1
_13558_,3.1
_13930_,3.1
_14068_,3.1
_14115_,3.1
_14266_,3.1
_14471_,3.1
_14499_,3.1
_16211_,3.1
_16455_,3.1
_16560_,3.1
_16732_,3.1
_16738_,3.1
_16939_,3.1
_17325_,3.1
_17739_,3.1
_17901_,3.1
_18571_,3.1
u_array.row_gen\[2\].col_gen\[1\].u_pe.u_fp16_adder.mant_large_s1\[13\],3.1
_00009_,3.08
_00014_,3.08
_00022_,3.08
_00029_,3.08
_00080_,3.08
_00189_,3.08
_00291_,3.08
_00292_,3.08
_00295_,3.08
_00299_,3.08
_00308_,3.08
_00360_,3.08
_00363_,3.08
_00369_,3.08
_00377_,3.08
_00380_,3.08
_00385_,3.08
_00386_,3.08
_00476_,3.08
_00493_,3.08
_00501_,3.08
_00505_,3.08
_00612_,3.08
_00630_,3.08
_00634_,3.08
_00653_,3.08
_00659_,3.08
_00678_,3.08
_00723_,3.08
_00849_,3.08
_01143_,3.08
_01184_,3.08
_01190_,3.08
_01342_,3.08
_01454_,3.08
_01462_,3.08
_01861_,3.08
_01863_,3.08
_02349_,3.08
_03208_,3.08
_03322_,3.08
_03361_,3.08
_03722_,3.08
_03749_,3.08
_03778_,3.08
_03830_,3.08
_03932_,3.08
_04027_,3.08
_04058_,3.08
_04448_,3.08
_04464_,3.08
_04518_,3.08
_04724_,3.08
_04772_,3.08
_04781_,3.08
_05061_,3.08
_05576_,3.08
_05583_,3.08
_05791_,3.08
_06099_,3.08
_06312_,3.08
_06447_,3.08
_07195_,3.08
_07266_,3.08
_07352_,3.08
_07389_,3.08
_07415_,3.08
_07457_,3.08
_07535_,3.08
_07576_,3.08
_08407_,3.08
_08454_,3.08
_08732_,3.08
_09073_,3.08
_09381_,3.08
_09423_,3.08
_09429_,3.08
_09687_,3.08
_09731_,3.08
_09738_,3.08
_09770_,3.08
_10308_,3.08
_10468_,3.08
_10537_,3.08
_10789_,3.08
_10853_,3.08
_11046_,3.08
_11361_,3.08
_11474_,3.08
_11580_,3.08
_11855_,3.08
_11914_,3.08
_11920_,3.08
_11938_,3.08
_11943_,3.08
_12198_,3.08
_12200_,3.08
_12511_,3.08
_12585_,3.08
_12610_,3.08
_12746_,3.08
_12822_,3.08
_12875_,3.08
_12895_,3.08
_13084_,3.08
_13088_,3.08
_13292_,3.08
_13390_,3.08
_13548_,3.08
_13553_,3.08
_13579_,3.08
_13597_,3.08
_13927_,3.08
_13928_,3.08
_14231_,3.08
_14451_,3.08
_14545_,3.08
_14589_,3.08
_14597_,3.08
_14757_,3.08
_14799_,3.08
_14832_,3.08
_14932_,3.08
_14952_,3.08
_15085_,3.08
_15099_,3.08
_15334_,3.08
_15403_,3.08
_15627_,3.08
_15664_,3.08
_15727_,3.08
_15760_,3.08
_15939_,3.08
_16068_,3.08
_16277_,3.08
_16646_,3.08
_16782_,3.08
_16903_,3.08
_16916_,3.08
_16990_,3.08
_17608_,3.08
_17782_,3.08
_17793_,3.08
_17985_,3.08
_18070_,3.08
_18080_,3.08
_18129_,3.08
_18162_,3.08
_18271_,3.08
_18307_,3.08
_18343_,3.08
_18475_,3.08
_18580_,3.08
col_deskew_out\[1\].genblk1.u_deskew_buf.gen_delay.mem\[4\]\[15\],3.08
col_deskew_out\[2\].genblk1.u_deskew_buf.gen_delay.mem\[0\]\[8\],3.08
u_array.row_gen\[0\].col_gen\[0\].u_pe.x_s1\[15\],3.08
u_array.row_gen\[0\].col_gen\[1\].u_pe.x_s2\[12\],3.08
u_array.row_gen\[0\].col_gen\[1\].u_pe.x_s2\[14\],3.08
u_array.row_gen\[1\].col_gen\[0\].u_pe.v_s1,3.08
u_array.row_gen\[1\].col_gen\[2\].u_pe.v_s1,3.08
u_array.row_gen\[1\].col_gen\[2\].u_pe.x_s2\[4\],3.08
u_array.row_gen\[2\].col_gen\[0\].u_pe.x_s2\[15\],3.08
u_array.row_gen\[2\].col_gen\[2\].u_pe.u_fp16_adder.exp_max_s1\[4\],3.08
u_array.row_gen\[2\].col_gen\[2\].u_pe.x_s1\[3\],3.08
u_array.row_gen\[3\].col_gen\[0\].u_pe.x_s1\[1\],3.08
u_array.row_gen\[3\].col_gen\[1\].u_pe.x_s2\[6\],3.08
u_array.row_gen\[3\].col_gen\[2\].u_pe.x_s1\[3\],3.08
u_array.row_gen\[3\].col_gen\[2\].u_pe.x_s2\[4\],3.08
net450,3.08
net488,3.08
net504,3.08
net659,3.08
net796,3.08
net1107,3.08
net1143,3.08
net1217,3.08
net1293,3.08
net2767,3.08
net2773,3.08
_00382_,3.06
_01690_,3.06
_10654_,3.06
_12041_,3.06
_12978_,3.06
_15256_,3.06
_01801_,3.055
_06184_,3.05
_00333_,3.045
_00959_,3.045
_01059_,3.045
_01253_,3.045
_01410_,3.045
_01698_,3.045
_01723_,3.045
_02256_,3.045
_02320_,3.045
_02326_,3.045
_06148_,3.03
_10146_,3.03
_11187_,3.03
_00044_,3.005
_00072_,3.005
_00420_,3.005
_00527_,3.005
_00585_,3.005
_00586_,3.005
_00587_,3.005
_00688_,3.005
_00700_,3.005
_00703_,3.005
_00718_,3.005
_00926_,3.005
_00981_,3.005
_01045_,3.005
_01053_,3.005
_01068_,3.005
_01071_,3.005
_01085_,3.005
_01175_,3.005
_01249_,3.005
_01316_,3.005
_01324_,3.005
_01412_,3.005
_01415_,3.005
_01424_,3.005
_01499_,3.005
_01513_,3.005
_01634_,3.005
_01635_,3.005
_01670_,3.005
_01688_,3.005
_01716_,3.005
_01786_,3.005
_01804_,3.005
_01810_,3.005
_02001_,3.005
_02129_,3.005
_02192_,3.005
_02227_,3.005
_02358_,3.005
_02382_,3.005
_02449_,3.005
_02452_,3.005
_02453_,3.005
_02454_,3.005
_02479_,3.005
_02497_,3.005
_02565_,3.005
_02598_,3.005
_02684_,3.005
_16760_,3
_00346_,2.98
_00555_,2.98
_02334_,2.98
_02459_,2.98
_02771_,2.98
_02802_,2.98
_02825_,2.98
_03058_,2.98
_03896_,2.98
_03907_,2.98
_03977_,2.98
_04741_,2.98
_04785_,2.98
_04966_,2.98
_05355_,2.98
_05375_,2.98
_05641_,2.98
_06016_,2.98
_06389_,2.98
_06646_,2.98
_06978_,2.98
_07045_,2.98
_07088_,2.98
_07128_,2.98
_07189_,2.98
_07315_,2.98
_07320_,2.98
_07525_,2.98
_07866_,2.98
_07891_,2.98
_07900_,2.98
_07969_,2.98
_08761_,2.98
_08931_,2.98
_09221_,2.98
_09509_,2.98
_09656_,2.98
_11424_,2.98
_11925_,2.98
_12070_,2.98
_12116_,2.98
_12180_,2.98
_13947_,2.98
_14102_,2.98
_14602_,2.98
_15762_,2.98
_16168_,2.98
_16333_,2.98
_16750_,2.98
_17061_,2.98
_18114_,2.98
_18514_,2.98
_18692_,2.98
net496,2.98
_00832_,2.96
_01032_,2.96
_02197_,2.96
_02206_,2.96
_02310_,2.96
_02776_,2.96
_03017_,2.96
_03642_,2.96
_03674_,2.96
_03727_,2.96
_03739_,2.96
_03767_,2.96
_03821_,2.96
_03845_,2.96
_03981_,2.96
_04003_,2.96
_04080_,2.96
_04129_,2.96
_04196_,2.96
_04273_,2.96
_04355_,2.96
_04381_,2.96
_04499_,2.96
_04682_,2.96
_04900_,2.96
_04947_,2.96
_05058_,2.96
_05394_,2.96
_05507_,2.96
_05654_,2.96
_05772_,2.96
_06018_,2.96
_06046_,2.96
_06102_,2.96
_06189_,2.96
_06228_,2.96
_06258_,2.96
_06560_,2.96
_06701_,2.96
_06975_,2.96
_07022_,2.96
_07159_,2.96
_07203_,2.96
_07222_,2.96
_07282_,2.96
_07577_,2.96
_07623_,2.96
_07662_,2.96
_07692_,2.96
_07722_,2.96
_08240_,2.96
_08344_,2.96
_08374_,2.96
_08754_,2.96
_08777_,2.96
_09364_,2.96
_09422_,2.96
_09653_,2.96
_09696_,2.96
_09699_,2.96
_09812_,2.96
_09920_,2.96
_09928_,2.96
_10792_,2.96
_11403_,2.96
_11445_,2.96
_11734_,2.96
_11862_,2.96
_11932_,2.96
_11947_,2.96
_12105_,2.96
_12178_,2.96
_12257_,2.96
_12890_,2.96
_12922_,2.96
_12961_,2.96
_13506_,2.96
_14384_,2.96
_14671_,2.96
_14707_,2.96
_15388_,2.96
_15398_,2.96
_15605_,2.96
_15770_,2.96
_15806_,2.96
_16137_,2.96
_16360_,2.96
_16408_,2.96
_16541_,2.96
_16620_,2.96
_16722_,2.96
_16813_,2.96
_16847_,2.96
_16949_,2.96
_17051_,2.96
_17215_,2.96
_18022_,2.96
_18281_,2.96
_18370_,2.96
_18518_,2.96
_18742_,2.96
_18747_,2.96
_18781_,2.96
u_array.row_gen\[2\].col_gen\[3\].u_pe.u_fp16_adder.mant_large_s1\[13\],2.96
net2537,2.96
_00033_,2.945
_00053_,2.945
_00058_,2.945
_00076_,2.945
_00210_,2.945
_00217_,2.945
_00219_,2.945
_00223_,2.945
_00226_,2.945
_00234_,2.945
_00246_,2.945
_00248_,2.945
_00320_,2.945
_00321_,2.945
_00336_,2.945
_00337_,2.945
_00345_,2.945
_00432_,2.945
_00445_,2.945
_00452_,2.945
_00453_,2.945
_00456_,2.945
_00523_,2.945
_00544_,2.945
_00556_,2.945
_00597_,2.945
_00681_,2.945
_00683_,2.945
_00708_,2.945
_00786_,2.945
_00791_,2.945
_00796_,2.945
_00804_,2.945
_00809_,2.945
_00811_,2.945
_00885_,2.945
_00886_,2.945
_00899_,2.945
_00903_,2.945
_00920_,2.945
_00984_,2.945
_01080_,2.945
_01272_,2.945
_01274_,2.945
_01504_,2.945
_01510_,2.945
_01613_,2.945
_01701_,2.945
_01726_,2.945
_01758_,2.945
_01819_,2.945
_01828_,2.945
_01832_,2.945
_01896_,2.945
_01903_,2.945
_01914_,2.945
_01915_,2.945
_01922_,2.945
_01939_,2.945
_01960_,2.945
_01969_,2.945
_01978_,2.945
_02007_,2.945
_02138_,2.945
_02154_,2.945
_02161_,2.945
_02163_,2.945
_02172_,2.945
_02178_,2.945
_02182_,2.945
_02224_,2.945
_02277_,2.945
_02323_,2.945
_02393_,2.945
_02401_,2.945
_02410_,2.945
_02418_,2.945
_02431_,2.945
_02437_,2.945
_02465_,2.945
_02475_,2.945
_02484_,2.945
_02495_,2.945
_02499_,2.945
_02524_,2.945
_02580_,2.945
_02584_,2.945
_02587_,2.945
_02588_,2.945
_02627_,2.945
_02632_,2.945
_02638_,2.945
_02672_,2.945
_02681_,2.945
_02758_,2.945
_17401_,2.93
_00847_,2.925
_01441_,2.925
_01480_,2.925
_02070_,2.925
_15400_,2.92
_15909_,2.91
_16162_,2.91
_16427_,2.91
_16439_,2.91
_16693_,2.91
_17169_,2.89
_00236_,2.885
_00520_,2.885
_00604_,2.885
_00919_,2.885
_00924_,2.885
_00953_,2.885
_01082_,2.885
_01528_,2.885
_01632_,2.885
_01754_,2.885
_01820_,2.885
_01836_,2.885
_01858_,2.885
_01890_,2.885
_01912_,2.885
_01936_,2.885
_01942_,2.885
_01982_,2.885
_02150_,2.885
_02157_,2.885
_02433_,2.885
_02451_,2.885
_02466_,2.885
_02512_,2.885
_02515_,2.885
_15620_,2.885
_00304_,2.86
_00419_,2.86
_00425_,2.86
_00448_,2.86
_00797_,2.86
_00808_,2.86
_01058_,2.86
_01243_,2.86
_01417_,2.86
_01681_,2.86
_01691_,2.86
_01749_,2.86
_01825_,2.86
_02267_,2.86
_02268_,2.86
_02348_,2.86
_02355_,2.86
_02504_,2.86
_02597_,2.86
_02655_,2.86
_02722_,2.86
_02726_,2.86
_02769_,2.86
_02770_,2.86
_02829_,2.86
_02844_,2.86
_03331_,2.86
_03411_,2.86
_03823_,2.86
_04015_,2.86
_06538_,2.86
_07762_,2.86
_08127_,2.86
_09387_,2.86
_15178_,2.86
_15220_,2.86
_16540_,2.86
_17065_,2.86
_17301_,2.86
_17902_,2.86
_18066_,2.86
net838,2.86
net1040,2.86
net1935,2.86
net2000,2.86
net2762,2.86
_00853_,2.84
_01013_,2.84
_01230_,2.84
_06118_,2.84
_06571_,2.84
_06736_,2.84
_06753_,2.84
_07961_,2.84
_09775_,2.84
_10871_,2.84
_16995_,2.84
_17154_,2.84
post_mul_gen\[3\].u_post_mul.valid_out,2.84
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[3\]\[11\],2.84
_00054_,2.835
_00524_,2.835
_02463_,2.835
_00402_,2.805
_15323_,2.8
_00036_,2.785
_00209_,2.785
_00312_,2.785
_00316_,2.785
_00446_,2.785
_00528_,2.785
_00590_,2.785
_00676_,2.785
_00698_,2.785
_00699_,2.785
_00705_,2.785
_00895_,2.785
_00897_,2.785
_00946_,2.785
_00968_,2.785
_01047_,2.785
_01055_,2.785
_01075_,2.785
_01265_,2.785
_01303_,2.785
_01315_,2.785
_01550_,2.785
_01684_,2.785
_01700_,2.785
_01728_,2.785
_01805_,2.785
_01839_,2.785
_01883_,2.785
_01944_,2.785
_01989_,2.785
_02090_,2.785
_02148_,2.785
_02164_,2.785
_02233_,2.785
_02363_,2.785
_02564_,2.785
_02568_,2.785
_02606_,2.785
_02723_,2.785
_02809_,2.785
_00414_,2.765
_00694_,2.765
_00810_,2.765
_02572_,2.765
_03407_,2.76
_03774_,2.76
_04042_,2.76
_04131_,2.76
_04960_,2.76
_05001_,2.76
_05044_,2.76
_05861_,2.76
_06062_,2.76
_06349_,2.76
_06441_,2.76
_06581_,2.76
_07278_,2.76
_07685_,2.76
_08254_,2.76
_08410_,2.76
_08858_,2.76
_10755_,2.76
_10819_,2.76
_11011_,2.76
_12215_,2.76
_13716_,2.76
_14646_,2.76
_15623_,2.76
_15825_,2.76
_16481_,2.76
_17893_,2.76
_18063_,2.76
_18338_,2.76
_18597_,2.76
_18669_,2.76
_18702_,2.76
_18761_,2.76
net561,2.76
net756,2.76
net2359,2.76
_06627_,2.75
_00201_,2.74
_00251_,2.74
_00254_,2.74
_00257_,2.74
_00268_,2.74
_00287_,2.74
_00297_,2.74
_00309_,2.74
_00358_,2.74
_00362_,2.74
_00365_,2.74
_00376_,2.74
_00384_,2.74
_00390_,2.74
_00463_,2.74
_00467_,2.74
_00473_,2.74
_00481_,2.74
_00490_,2.74
_00494_,2.74
_00506_,2.74
_00620_,2.74
_00624_,2.74
_00627_,2.74
_00631_,2.74
_00639_,2.74
_00648_,2.74
_00652_,2.74
_00656_,2.74
_00670_,2.74
_00728_,2.74
_00731_,2.74
_00744_,2.74
_00826_,2.74
_00841_,2.74
_00846_,2.74
_00995_,2.74
_00996_,2.74
_01091_,2.74
_01129_,2.74
_01131_,2.74
_01137_,2.74
_01208_,2.74
_01231_,2.74
_01358_,2.74
_01359_,2.74
_01373_,2.74
_01396_,2.74
_01446_,2.74
_01449_,2.74
_01460_,2.74
_01466_,2.74
_01472_,2.74
_01473_,2.74
_01559_,2.74
_01593_,2.74
_02203_,2.74
_03870_,2.74
_04347_,2.74
_12943_,2.74
_14342_,2.74
_14706_,2.74
_15582_,2.74
net614,2.74
net2384,2.74
net2735,2.74
_15470_,2.73
_06919_,2.72
_10782_,2.72
_10985_,2.72
_17052_,2.72
_00116_,2.715
_00559_,2.715
_00888_,2.715
_01306_,2.715
_01507_,2.715
_01520_,2.715
_01606_,2.715
_01759_,2.715
_01792_,2.715
_01882_,2.715
_01945_,2.715
_01967_,2.715
_01991_,2.715
_02152_,2.715
_02353_,2.715
_02420_,2.715
_02460_,2.715
_02486_,2.715
_02508_,2.715
_02521_,2.715
_02523_,2.715
_02562_,2.715
_02639_,2.715
_02648_,2.715
_02657_,2.715
_02704_,2.715
_02784_,2.715
_00417_,2.705
_02013_,2.705
_02122_,2.705
_02187_,2.705
_02191_,2.705
_02751_,2.705
_02755_,2.705
_02774_,2.705
_02821_,2.705
_02862_,2.705
_04423_,2.69
_18385_,2.67
_00779_,2.665
_01120_,2.665
_10894_,2.65
_00613_,2.64
_01336_,2.64
